Station,Longitude,Latitude,Contributors,Dino_tot,Aand,Atax,Btep,Bspo,Crug,Iacu,Icas,Ipal,Ipar,Ipat,Isph,Istr,Ipli,Ivel,Ijap,Ivar,Lmac,Mcho,Nlab,Nrig,Oagu,Ocen,Oisr,Ojan,Olon,Ogig,Pzoh,Pret,Smem,Scru,Sdel,Selo,Sram,Sbel,Sben,Sbul,Slaz,Smir,Sgra,Spac,Sspp,Tpel,Pdal,Stri,Imin,Imic,Ibre,Ekar,Bspp,Dubr,Peri,Lspp,Snep,Xxan,Squa,Pnud,Tapp,Tvar,Vcal,Vspi,Pame,Qcon,Psch,Parc,Pkof,Phar,Gymn,Eacu,Egra,Edel,Etra,Ezon,Espp,Sste,Sbif,Cysa,Tvan,Dcha,Bbal,Ppsi,Sant,Ppon,Srob,Pmon,Cmer,Ebis,Oaca,Srei,Tpal,Pgla,Pmin
S-Y2,127.81,34.91,"Zonneveld et al 2013, partial",77.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,,2.14,,,,,12.14,,,18.21,,,,,,,,14.46,,,,,,2.14,,6.07,,6.07,,,4.11,,,4.29,,,,,,,,,6.07,,,,,,,,,,,,,,,,,
S-Y3,127.80,34.90,"Zonneveld et al 2013, partial",73.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04,,,,,,,13.91,,,19.13,,,,,,,,13.91,,,,,,,,,,,,,6.96,,,,,,,,,,,,6.96,,,,,,,,,,,,,,,,,
S-Y4,127.79,34.88,"Zonneveld et al 2013, partial",89.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.80,,,38.14,,,,,,,,3.81,,,,,,3.81,,,,,,3.81,3.81,,,10.59,,,,,,,,,3.81,,,3.81,,,,,,,,,,,,,,
S-Y5,127.78,34.88,"Zonneveld et al 2013, partial",92.73,,,,,,,,,,,,,,,,,,,,,,2.50,,,,,,,,,12.05,,,,,,,12.05,,,14.55,,,,,,,,26.59,2.50,,,,,2.50,,2.50,,2.50,2.50,2.50,5.00,,,2.50,,,,,,,,,2.50,,,,,,,,,,,,,,,,,
S-Y6,127.75,34.89,"Zonneveld et al 2013, partial",92.00,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,6.40,,0.83,,,,,8.77,,,25.48,,,,,,,,21.51,,0.83,,,,2.43,,2.43,,4.80,,0.83,3.20,,,6.40,,1.60,,,,,,,4.80,,,0.83,,,,,,,,,,,,,,
S-Y7,127.72,34.91,"Zonneveld et al 2013, partial",88.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,11.79,,12.96,,,,,15.30,,,16.47,,,,,,,,11.79,,4.68,,,,7.03,,1.17,,1.17,,2.34,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,
S-Y8,127.69,34.90,"Zonneveld et al 2013, partial",92.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.43,,2.87,,,,,5.64,,,4.30,,,,,,,,23.87,1.43,,,,,2.87,,1.43,,1.43,,5.64,2.87,,,7.07,,1.43,,,,,,,1.43,,,4.20,,,,,,,,,,,,,,
S-Y9,127.67,34.89,"Zonneveld et al 2013, partial",100.00,,,,,,,,,,,,,,,,,,,,,,3.58,,,,,,,,,31.99,,,,,,,24.91,,,3.68,,,,,,,,19.67,5.33,1.84,,,,,,1.84,,3.58,,,,,,,,,,,,,,,,,,3.58,,,,,,,,,,,,,,
S-Y10,127.68,34.88,"Zonneveld et al 2013, partial",98.02,,,,,,,,,,,,,,,,,3.82,,,,,,,,,,,,1.98,,7.65,1.98,1.98,,,,,30.45,,,19.12,,,,,,,,11.61,,,,,,7.65,,,,,,1.98,,,,1.98,,1.98,,,,,,,3.82,,,1.98,,,,,,,,,,,,,,
S-Y11,127.62,34.89,"Zonneveld et al 2013, partial",97.42,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,4.27,,30.61,,,,,10.22,,,32.40,,,,,,,,8.58,3.42,0.89,,,,,,0.89,,1.73,,0.89,0.89,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,
S-Y12,127.62,34.86,"Zonneveld et al 2013, partial",90.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.94,,2.16,,,,,30.39,,,13.10,,,,,,,,17.35,,2.16,,,,2.16,,,,1.11,,,2.16,,,,,2.16,,,,,,,3.27,,,3.27,,,,,,,,,,,,,,
S-Y13,127.65,34.86,"Zonneveld et al 2013, partial",94.36,,,,,,,,,,,,,,,,,,,,,,3.81,,,,,,,,,,,9.31,,,,,5.78,,,33.57,,,,,,,,16.93,,,,,,5.64,,1.97,,1.97,,,3.81,,,1.97,,1.97,,,,,,,5.64,,,1.97,,,,,,,,,,,,,,
S-Y14,127.67,34.85,"Zonneveld et al 2013, partial",98.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74,,9.74,,11.45,,,,,6.67,,,8.21,,,,,,,,22.91,1.71,,,,,3.25,,,,4.96,,,11.45,,,4.96,,,,,,,,,3.25,,,,,,,,,,,,,,,,,
S-Y15,127.74,34.87,"Zonneveld et al 2013, partial",93.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.17,,6.59,,,,,,,,,,19.16,,,,,,,,41.62,3.29,,,,,,,,,,,3.29,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-Y16,127.79,34.86,"Zonneveld et al 2013, partial",88.74,,,,,,,,,,,,,,,,,1.65,,,,,1.65,,,,,,,1.65,,4.95,,,,,,,19.23,,,32.01,,,,,,,,6.46,,,,,,6.46,,3.30,,3.30,,,,,,1.65,,4.81,,,,,,,,,,1.65,,,,,,,,,,,,,,
S-Y17,127.81,34.89,"Zonneveld et al 2013, partial",95.28,,,,,,,,,,,,,,,,,1.57,,,,,1.57,,,,,,,6.29,,15.59,,,,,,,12.45,,,23.18,,,,,,,,7.87,1.57,3.15,,,,6.29,,1.57,,4.72,,,,,,3.15,,3.15,,,,,,,1.57,,,1.57,,,,,,,,,,,,,,
S-Y18,127.84,34.91,"Zonneveld et al 2013, partial",96.05,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,,3.95,,17.11,,2.63,,,,,10.53,,,18.42,,,,,,,,19.74,1.32,1.32,,,,5.26,,1.32,,3.95,,,1.32,,,2.63,,2.63,,,,,,,1.32,,,1.32,,,,,,,,,,,,,,
S-Y19,127.83,34.92,"Zonneveld et al 2013, partial",84.45,,,,,,,,,,,,,,,,,,,,,,3.15,,,,,,,1.58,,14.08,,3.15,,,,,9.35,,,15.65,,,,,,,,15.65,1.58,,,,,1.58,,7.77,,1.58,,6.20,,,,,,,,,,,,,3.15,,,,,,,,,,,,,,,,,
S-Y20,127.85,34.94,"Zonneveld et al 2013, partial",84.65,,,,,,,,,,,,,,,,,,,,,,3.09,,,,,,,1.54,,9.17,,3.09,,,,,9.27,,,15.35,,,,,,,,19.98,1.54,,,,,1.54,,7.72,,1.54,,6.18,1.54,,,,,,,,,,,,3.09,,,,,,,,,,,,,,,,,
Taou-E39,-93.69,14.82,"Zonneveld et al 2013, partial",100.00,,,,14.58,,,,,,,,,,,,,,,,,,4.17,,,,,,,,,41.67,,,,,,,6.25,,,6.25,,,,,,,,14.58,,,,,,,,,,,,,,,,,,,4.17,4.17,,,,4.17,,,,,,,,,,,,,,,,,,
Taou-E20,-94.60,16.00,"Zonneveld et al 2013, partial",98.14,,,,20.47,,,,,,,,,,,,,1.86,,1.86,,,5.58,,,,,11.16,,,,16.74,,,,,,,,,,7.44,,,,,,,,18.60,,3.72,,1.86,,1.86,,,,,,,,,,1.39,,,,3.72,,,,1.86,,,,,,,,,,,,,,,,,,
Taou-E32,-93.34,15.02,"Zonneveld et al 2013, partial",100.00,,,,25.00,,,,,,,,,,,,,,,4.55,,,4.55,,,,,4.55,,,,29.55,,,,,,,2.27,,,,,,,,,,,13.64,,,,2.27,,2.27,,,,,,,4.55,,,,,,,2.27,,,,4.55,,,,,,,,,,,,,,,,,,
Taou-E35,-93.09,15.10,"Zonneveld et al 2013, partial",100.00,,,,61.99,,,,,,,,,,,,,,,,,,2.07,,,,,2.07,,,,4.13,,,,,,,,,,6.20,,,,,,,,8.26,,2.07,,,,2.07,,,,,,,2.07,,,0.82,,,,4.13,,,,4.13,,,,,,,,,,,,,,,,,,
GeoB 9501,-16.73,16.84,"Zonneveld et al 2013, partial",100.00,,,,0.87,,,,,,,,,,,,,62.77,,,,,2.60,,,,,,,,,,,,,,,,,,0.43,5.19,,,,,,,,1.30,3.03,2.60,,0.43,,2.16,,,,,,,0.43,,,4.33,,,,,,1.30,,5.19,3.46,,,0.87,,,,,,,3.03,,,,,,,
GeoB 9502,-16.67,16.28,"Zonneveld et al 2013, partial",100.00,,,,0.49,,,,,,,,,,,,,79.46,,,,,,1.97,,,,,,,,,,0.25,,,,,0.49,,0.37,2.46,,0.12,,,,,,,1.48,0.12,0.12,0.12,,2.34,,0.25,,,,,0.49,,,3.69,,,,,,0.86,,2.58,0.86,,,0.25,,,,,,,1.23,,,,,,,
GeoB 9503,-16.65,16.07,"Zonneveld et al 2013, partial",100.00,,,,,,,,,,,,,,,,,77.36,,,,,2.10,0.63,,,,,,,,,,,,0.42,,,0.63,,0.42,1.89,,0.84,,,,,,,4.19,0.63,,0.42,,1.05,,0.63,,,,,1.05,,,3.56,,,,0.21,,0.63,,2.10,,,,1.26,,,,,,,,,,,,,,
GeoB 9504,-16.68,15.88,"Zonneveld et al 2013, partial",100.00,,,,0.38,,,,,,,,,,,,,84.24,,0.25,,,1.13,1.77,,,,0.13,,,,,,,,0.88,,,0.38,,1.01,2.65,,0.38,,,,,,0.13,0.88,0.38,,0.25,0.13,0.13,,0.13,,,,,0.13,,,2.40,,,0.13,,,0.76,,0.63,0.13,,,0.13,,,,,,,0.50,,,,,,,
GeoB 9505,-16.73,15.68,"Zonneveld et al 2013, partial",100.00,,,,0.22,,,,,,,,,,,,,86.79,,0.11,,,0.33,0.44,,,,,,,,,,0.33,,0.22,,,0.76,,,2.73,,0.11,,,,,,0.22,1.86,0.11,,0.11,,0.76,,0.11,,,0.11,,0.11,,,1.86,,,,,,0.76,,0.44,0.22,,,0.11,,,,,,,1.20,,,,,,,
GeoB 9506,-18.35,15.61,"Zonneveld et al 2013, partial",97.31,,,,0.38,,,,,,,,,,,,,63.08,,3.46,,,1.54,1.54,,,,,,,,,,0.38,,0.38,,,0.38,,2.69,6.54,,0.38,,,,,,,0.77,3.08,,0.77,,0.38,,0.38,,,,,,,,1.92,,,,,,1.54,,3.08,0.77,,,0.77,,,,,,,3.08,,,,,,,
GeoB 9508,-17.95,15.50,"Zonneveld et al 2013, partial",100.00,,,,0.23,,0.46,,,,1.14,,,,,,,67.51,,1.14,,,4.35,2.06,,,,,,,,,,0.23,,,,,,,2.75,4.58,,0.46,,,,,,0.23,0.23,2.52,,0.46,,0.69,,1.14,,0.46,,0.92,,,,0.92,,,0.23,,,0.46,,1.14,0.69,,,0.23,,,,,,,4.81,,,,,,,
GeoB 9510,-17.65,15.42,"Zonneveld et al 2013, partial",98.87,,,,0.45,,,,,,,,,,,,,65.32,,0.45,,,1.13,2.93,,,,,,,,,,0.90,,0.45,,,0.23,,1.58,8.11,,,,,,,,,,5.63,,0.23,,0.68,,1.58,,,,,0.23,,,1.58,,,,,,,,2.48,0.90,,,,,,,,,,4.05,,,,,,,
GeoB 9512,-17.37,15.34,"Zonneveld et al 2013, partial",99.52,,,,0.24,,0.48,,,,,,,,,,,85.04,,0.48,,,0.48,0.71,,,,,,,,,,0.24,,,,,0.24,,1.19,4.28,,,,,,,,,0.24,2.38,,0.24,,0.48,,0.24,,,,,,,,0.48,,,,,,,,1.66,0.24,,,,,,,,,,0.24,,,,,,,
GeoB 9513,-17.30,15.32,"Zonneveld et al 2013, partial",99.60,,,,,,,,,,,,,,,,,81.67,,,,,,,,,,,,,,,,,,,,,,,,4.78,,,,,,,,,1.20,2.79,,0.40,,1.20,,0.40,,,,,0.80,,,,,,,,,0.80,,1.99,1.59,,,,,,,,,,1.99,,,,,,,
GeoB 9515,-17.05,15.27,"Zonneveld et al 2013, partial",100.00,,,,0.21,,0.07,,,,,,,,,,,90.04,,0.14,,,,0.50,,,,,,,,,,,,0.07,,,,,0.21,2.85,,,,,,,,0.57,0.50,0.64,0.14,0.07,,0.50,,,,,,,,,,2.35,,,,,,0.21,,0.57,0.14,,,,,,,,,,0.21,,,,,,,
GeoB 9516,-18.42,13.67,"Zonneveld et al 2013, partial",95.83,,,,,,4.17,,,,,,,,,,,54.17,,,,,2.08,2.08,,,,,,,,,,,,,,,,,2.08,8.33,,2.08,,,,,,4.17,,4.17,,4.17,,,,6.25,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,
GeoB 9517,-18.19,13.72,"Zonneveld et al 2013, partial",93.48,,,,1.09,,,,,,,,,,,,,40.22,,1.09,,,,1.09,,,,,,,,,,,,,,,,,3.26,16.30,,,,,,,,4.35,,5.43,,,,1.09,,,,,,1.09,,,,1.09,,,,,,2.17,,6.52,,,,2.17,,,,,,,6.52,,,,,,,
GeoB 9518,-17.79,13.79,"Zonneveld et al 2013, partial",99.61,,,,,,,,,,0.39,,,,,,,41.63,,,,,,0.78,,,,,,,,,,0.78,,0.39,,,0.39,,1.17,12.45,,,,,,,,1.95,0.78,1.95,,0.78,,3.89,,5.45,,,,,,,,1.56,,,7.39,0.78,,3.11,,5.45,0.39,,,0.39,,,,,,,7.78,,,,,,,
GeoB 9519,-17.68,13.81,"Zonneveld et al 2013, partial",99.47,,,,,,,,,0.53,0.53,,,,,,,45.72,,,,,0.27,1.60,,,,,,,,,,0.80,,0.80,,,,,1.60,7.75,,,,,,,,2.94,1.07,4.81,0.27,0.80,,2.67,,3.74,,,,,0.27,,,0.80,,,5.35,,,3.48,,4.81,1.87,,,1.07,,,,,,,5.88,,,,,,,
GeoB 9520,-17.59,13.83,"Zonneveld et al 2013, partial",98.46,,,,3.08,,,,,,,,,,,,,9.23,,,,,4.62,,,,,,,,,,,6.15,,1.54,,,,,,21.54,,,,,,,,6.15,,4.62,3.08,6.15,,3.08,,9.23,,,,,1.54,,,3.08,,,1.54,,,4.62,,1.54,4.62,,,3.08,,,,,,,,,,,,,,
GeoB 9521,-17.49,13.85,"Zonneveld et al 2013, partial",99.05,,,,0.95,,,,,,,,,,,,,42.38,,,,,0.48,0.95,,,,,,,,,,,,,,,,,0.48,4.29,,,,,,,,4.29,1.43,14.29,,0.48,,7.62,,1.43,,,,,0.48,,,3.33,,,1.43,,,3.33,,5.24,,,,0.48,,,,,,,5.71,,,,,,,
GeoB 9522,-17.45,13.86,"Zonneveld et al 2013, partial",96.63,,,,,,,,,,,,,,,,,44.94,,,,,,,,,,,,,,,,,,,,,,,,5.62,,,,,,,,2.25,2.25,6.74,,1.12,1.12,4.49,,1.12,,,,,1.12,,,4.49,,,1.12,,,3.37,,10.11,2.25,,,2.25,,,,,,,2.25,,,,,,,
GeoB 9525,-17.88,12.64,"Zonneveld et al 2013, partial",96.77,,,,,,,,,,,,,,,,,25.81,,,,,,,,,,,,,,,,1.08,,,,,1.08,,,8.60,,1.08,,,,,,11.83,2.15,2.15,,,,5.38,,5.38,,,,,1.08,,,8.60,,,,,,2.15,,7.53,,,,4.30,,,,,,,8.60,,,,,,,
GeoB 9526,-18.06,12.44,"Zonneveld et al 2013, partial",97.93,,,,0.69,,1.38,,,,,,,,,,,7.59,,,,,3.45,3.45,,,,,,,,,,4.14,,2.07,,,,,4.14,6.90,,0.69,,,,,,7.59,0.69,8.97,1.38,4.14,1.38,4.83,,5.52,,,,,2.76,,,4.14,,,3.45,,,,,4.83,0.69,,,2.07,,,,,,,11.03,,,,,,,
GeoB 9527,-18.22,12.43,"Zonneveld et al 2013, partial",96.67,,,,1.11,,2.22,,,,1.11,,,,,,,24.44,,,,,,2.22,,,,,,,,,,,,1.11,,,1.11,,1.11,23.33,,,,,,,,2.22,,4.44,,1.11,,3.33,,7.78,,,,,2.22,,,1.11,,,1.11,,,4.44,,6.67,,,,,,,,,,,4.44,,,,,,,
GeoB 9528,-17.66,9.17,"Zonneveld et al 2013, partial",95.24,,,,1.59,,6.35,,,,1.59,,,,,,,12.70,,,,,11.11,1.59,,,,,,,,,,1.59,,,,,1.59,,4.76,30.16,,,,,,,,1.59,,3.17,,1.59,,,,7.94,,,,,,,,,,,,,,,,,,,,3.17,,,,,,,4.76,,,,,,,
GeoB 9529,-17.37,9.35,"Zonneveld et al 2013, partial",96.97,,,,5.05,,2.02,,,,,,,,,,,8.08,,3.03,,,3.03,3.03,,,,,,,,,,,,1.01,,,1.01,,,30.30,,1.01,,,,,,1.01,1.01,7.07,,2.02,,1.01,,11.11,,,,,,,,,,,1.01,,,1.01,,,1.01,,,1.01,,,,,,,12.12,,,,,,,
GeoB 9531,-16.90,8.94,"Zonneveld et al 2013, partial",96.92,,,,4.62,,4.62,,,,,,,,,,,,,1.54,,,7.69,1.54,,,,,,,,,,,,,,,,,,32.31,,,,,,,,3.08,,9.23,,3.08,,1.54,,9.23,,,,,1.54,,,3.08,,,1.54,1.54,,4.62,,4.62,,,,,,,,,,,1.54,,,,,,,
GeoB 9532,-14.89,8.95,"Zonneveld et al 2013, partial",93.88,,,,8.16,,,,,,,,,,,,,8.16,,,,,,,,,,,,,,,,8.16,,6.12,,,2.04,,,28.57,,,,,,,,,2.04,6.12,,,,2.04,,4.08,,,,,6.12,,,4.08,,,,,,2.04,,2.04,,,,2.04,,,,,,,2.04,,,,,,,
GeoB 9533,-14.91,8.93,"Zonneveld et al 2013, partial",89.80,,,,6.12,,2.04,,,,,,,,,,,16.33,,,,,4.08,4.08,,,,,,,,,,2.04,,2.04,,,,,,20.41,,2.04,,,,,,4.08,,8.16,,,,,,2.04,,,,,2.04,,,2.04,,,,,,2.04,,,2.04,,,4.08,,,,,,,4.08,,,,,,,
GeoB 9534,-14.94,8.90,"Zonneveld et al 2013, partial",90.20,,,,7.84,,,,,,,,,,,,,19.61,,1.96,,,1.96,3.92,,,,,,,,,,,,1.96,,,,,,13.73,,,,,,,,5.88,1.96,1.96,,,,5.88,,3.92,,,,3.92,1.96,,,,,,1.96,,,,,1.96,,,,3.92,,,,,,,5.88,,,,,,,
GeoB 9535,-14.96,8.88,"Zonneveld et al 2013, partial",94.20,,,,8.70,,,,,,,,,,,,,5.80,,,,,2.90,2.90,,,,,,,,,,2.90,,1.45,,,2.90,,,17.39,,,,,,,,,,11.59,,5.80,,,,8.70,,,,,4.35,,,2.90,,,4.35,,,1.45,,,,,,5.80,,,,,,,4.35,,,,,,,
GeoB 9536,-15.13,8.71,"Zonneveld et al 2013, partial",92.06,,,,4.76,,1.59,,,1.59,,,,,,,,11.11,,,,,3.17,,,,,,,,,,,6.35,,,,,,,1.59,11.11,,,,,,,,4.76,,1.59,,3.17,,,,11.11,,,,,3.17,,,1.59,,,,,,3.17,,,19.05,,,3.17,,,,,,,,,,,,,,
GeoB 9537,-15.22,8.60,"Zonneveld et al 2013, partial",99.42,,,,,,,,,,,,,,,,,59.59,,,,,0.87,0.87,,,,,,,,,,,,1.16,,,1.16,,2.62,8.14,,,,,,,,1.16,,4.36,,0.58,,2.33,,3.20,,,,,0.58,,,2.03,,,3.78,,,1.45,,2.33,,,,0.58,,,,,,,2.62,,,,,,,
GeoB 9538,-15.83,8.71,"Zonneveld et al 2013, partial",90.48,,,,,,9.52,,,,,,,,,,,14.29,,,,,,4.76,,,,,,,,,,,,,,,,,4.76,33.33,,,,,,,,,,,,,,,,9.52,,,,,,,,4.76,,,,,4.76,,,,4.76,,,,,,,,,,,,,,,,,
GeoB 9539,-13.73,9.02,"Zonneveld et al 2013, partial",98.28,,,,25.86,,,,,,,,,,,,,8.62,,,,,1.72,1.72,,,,,,,,,,5.17,,1.72,,,3.45,,,10.34,,,,,,,,6.90,5.17,,1.72,,,,,1.72,,,,,3.45,,,,,,6.90,,,1.72,,1.72,6.90,,,3.45,,,,,,,,,,,,,,
GeoB 9544,-17.07,12.38,"Zonneveld et al 2013, partial",100.00,,,,4.00,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,12.00,,4.00,,,2.00,,4.00,16.00,,,,,,,,8.00,2.00,2.00,4.00,2.00,,10.00,,4.00,,,,,4.00,,,,,,,,,2.00,,4.00,,,,,,,,,,,6.00,,,,,,,
GeoB 9545,-17.08,12.85,"Zonneveld et al 2013, partial",100.00,,,,1.61,,,,,,,,,,,,,14.52,,1.61,,,1.61,,,,,,,,,,,,,,,,,,1.61,4.84,,,,,,,,3.23,8.06,3.23,,,,1.61,,1.61,,,,,4.84,,,8.06,,,,,8.06,9.68,,16.13,,,,,,,,,,,9.68,,,,,,,
GeoB 9546,-17.09,13.45,"Zonneveld et al 2013, partial",100.00,,,,0.50,,,,,,,,,,,,,16.00,,,,,0.50,0.50,,,,,,,,,,,,1.00,,,0.50,,1.50,4.50,,,,,,,,2.00,6.00,2.00,0.50,1.00,,3.50,,1.00,,,,,3.00,,,31.00,,,1.00,,3.50,2.00,,6.00,1.50,,,1.50,,,,,,,9.50,,,,,,,
Reh70-1 (sum),24.70,33.70,"Zonneveld et al 2013, partial",99.62,,,2.68,,,67.05,,,2.30,3.83,0.38,,0.77,0.38,,,1.15,,1.15,,,3.45,2.68,,,,0.77,3.07,,,,,0.38,,,,,,,,2.68,,0.38,,,,,,5.36,,,,,,,,0.38,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,
Reh71-1 (sum),23.18,34.80,"Zonneveld et al 2013, partial",98.17,,,2.75,,,58.72,,,2.75,4.59,0.92,,0.92,,,,,,2.75,,,1.83,2.75,,,,1.83,0.92,,,,,,,,,,,,,13.76,,0.92,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reh77a-1,16.15,37.00,"Zonneveld et al 2013, partial",99.02,,,0.49,,,31.86,,,1.47,2.45,0.49,,,,,,4.41,,6.86,,,9.80,2.45,,,,,1.47,0.49,,,,0.98,,,,,,,,12.75,,3.92,,,,,,8.33,,,,3.43,,,,2.45,,,,,,,,,,,,,,,,4.90,,,,,,,,,,,,,,,,,,
Reh77b-1,16.00,37.38,"Zonneveld et al 2013, partial",99.52,,,0.48,,,17.14,,,1.43,0.95,1.90,,,0.48,,,3.81,,3.81,,,6.67,1.43,,,,3.81,,,,,,0.95,,0.48,,,1.90,,,16.19,,10.00,,0.48,,,,10.00,,,,4.29,,0.48,,6.67,,,,0.48,,,,,,,,,,,,5.71,,,,,,,,,,,,,,,,,,
Reh73-2,18.97,39.52,"Zonneveld et al 2013, partial",99.50,,,4.50,,,10.50,,,,0.50,,,,,,,4.50,,,,,23.00,2.50,,,,3.50,,,,,,2.00,,1.00,,,1.50,,,15.50,,12.00,,,,,,17.50,,,,,,,,,,0.50,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,
Reh76-5,21.50,35.22,"Zonneveld et al 2013, partial",98.36,,,0.55,,,65.03,,,,2.73,2.19,,,,,,2.73,,0.55,,,1.64,5.46,,,,0.55,,,,,,,,,,,,,,4.92,,2.19,,,,,,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,
Reh83-1,3.48,42.45,"Zonneveld et al 2013, partial",98.41,,,1.59,,,2.65,,,,,,,,,,,2.12,,1.06,,,9.52,2.12,,,,1.59,,0.53,,,0.53,1.59,,0.53,,,1.59,,,6.35,,4.23,,,,,,41.80,,,,14.81,,1.06,,0.53,,,,,0.53,,,,,,0.53,,,0.53,,2.65,,,,,,,,,,,,,,,,,,
Reh78-2,13.18,37.30,"Zonneveld et al 2013, partial",99.42,,,0.29,,,4.97,,,1.46,2.34,,0.88,0.29,,,,2.05,,2.05,,,4.68,,,,,0.88,0.29,,,,,1.75,,,,,1.17,,,9.36,,1.75,,,,,,51.17,,,,7.60,,0.29,,2.34,,,,,,,,,,,0.29,,,,,3.51,,,,,,,,,,,,,,,,,,
Reh66-2,25.90,35.60,"Zonneveld et al 2013, partial",98.08,,,,,,27.69,,,1.54,1.54,0.77,0.38,0.38,,,,0.77,,5.38,,,14.62,9.62,,,,1.15,2.69,,,,,2.69,,,,,2.69,,,8.08,,4.23,,,,,,12.69,,,,0.38,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,
Reh65-1,25.55,36.13,"Zonneveld et al 2013, partial",98.77,,,0.49,,,23.65,,,2.46,0.99,1.23,,0.25,,,,0.25,,7.14,,,18.72,7.64,,,,1.72,,,,,,2.22,,,,,1.23,,,15.76,,3.20,,,,,,10.84,,,,0.25,,,,0.49,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,
Reh69-1,24.85,33.85,"Zonneveld et al 2013, partial",96.39,,,,,,62.05,,,1.81,6.63,3.01,0.60,0.60,,,,,,3.01,,,2.41,4.82,,,,0.60,2.41,,,,,1.20,,,,,1.20,,,3.01,0.60,1.81,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reh67-3,27.28,34.80,"Zonneveld et al 2013, partial",98.09,,,,,,56.28,,,1.75,3.97,2.38,,0.16,,,,2.07,,3.97,,,1.59,6.20,,,,,1.11,,,,,1.43,,0.16,,,0.64,,,7.31,,0.32,,,,,,8.27,,,,0.16,,,,0.16,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,
Reh75-1,22.67,35.80,"Zonneveld et al 2013, partial",97.52,,,,,,40.37,,,1.24,4.04,3.73,0.93,,0.31,,,2.48,,3.42,,,5.59,13.35,,,,0.62,0.93,,,,,0.93,,,,,0.62,,,14.91,,1.86,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reh68-3,27.27,34.68,"Zonneveld et al 2013, partial",99.28,,,,,,60.07,,,1.44,7.55,2.88,,,,,,0.72,,6.12,,,1.08,5.40,,,,0.36,2.52,,,,,,,,,,0.36,,,2.88,0.36,,,,,,,6.83,,,,0.36,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reh74-1,18.98,39.93,"Zonneveld et al 2013, partial",99.77,,,2.51,,,5.92,,,0.46,0.23,,0.23,0.23,,,,7.74,,1.14,,,11.85,0.68,,,,5.24,0.23,,,,,3.64,,0.23,,,3.19,,,21.87,,15.95,,,,,,13.67,,,,1.82,,0.23,,0.68,,,,,0.23,,,,,,0.46,,,,,1.37,,,,,,,,,,,,,,,,,,
Reh88-1,4.60,38.93,"Zonneveld et al 2013, partial",98.41,,,0.11,,,25.19,,,0.43,4.57,1.38,0.21,0.21,,,,2.66,,4.78,,,9.56,0.85,,,,1.28,0.43,,,,,0.96,,0.53,,,3.29,,,29.76,,3.93,,,,,,4.89,,,,2.23,,,,0.64,,,,,,,,,,,,,,,,0.32,,,,0.21,,,,,,,,,,,,,,
Reh86-1,2.83,41.20,"Zonneveld et al 2013, partial",99.56,,,0.59,0.30,,8.59,,,0.59,0.15,0.74,,,,,,5.48,,4.59,,,9.63,0.74,,,,3.56,0.30,,,,,1.33,,,,,1.93,,,22.52,,7.70,,,,,,12.44,,,,8.74,,0.44,,4.00,,0.30,,,0.15,,,,,,,,,0.15,,4.44,0.15,,,,,,,,,,,,,,,,,
Reh90-1,1.93,36.20,"Zonneveld et al 2013, partial",99.68,,,0.32,,,6.50,,,0.16,0.16,0.48,0.16,,0.16,,,6.02,,0.63,,,9.51,0.63,,,,0.63,0.63,,,,,0.48,,,,,12.04,,,40.41,,3.01,,,,,,6.97,,,,2.06,,,,7.92,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,
