Station,Longitude,Latitude,Contributors,Dino_tot,Aand,Atax,Btep,Bspo,Crug,Iacu,Icas,Ipal,Ipar,Ipat,Isph,Istr,Ipli,Ivel,Ijap,Ivar,Lmac,Mcho,Nlab,Nrig,Oagu,Ocen,Oisr,Ojan,Olon,Ogig,Pzoh,Pret,Smem,Scru,Sdel,Selo,Sram,Sbel,Sben,Sbul,Slaz,Smir,Sgra,Spac,Sspp,Tpel,Pdal,Stri,Imin,Imic,Ibre,Ekar,Bspp,Dubr,Peri,Lspp,Snep,Xxan,Squa,Pnud,Tapp,Tvar,Vcal,Vspi,Pame,Qcon,Psch,Parc,Pkof,Phar,Gymn,Eacu,Egra,Edel,Etra,Ezon,Espp,Sste,Sbif,Cysa,Tvan,Dcha,Bbal,Ppsi,Sant,Ppon,Srob,Pmon,Cmer,Ebis,Oaca,Srei,Tpal,Pgla,Pmin
M1067,2.81,38.89,de vernal et al DB1826,100.00,0.69,,1.39,,,5.56,,,0.69,2.08,1.39,,,,,,4.86,,0.69,,,20.14,,0.69,,,1.39,,0.69,,0.69,,12.50,1.39,5.56,0.69,,29.17,,,9.03,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1068,2.94,39.09,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,12.79,,,,,16.28,8.14,,,,,,1.74,,,,15.12,0.58,2.91,3.49,0.58,28.49,0.58,,5.23,1.74,,,,,,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1069,1.44,38.49,de vernal et al DB1826,100.00,,,,,,0.52,,,2.60,0.52,1.04,1.56,,,,,13.02,,,,,19.27,12.50,,,,,,,,,,10.42,1.56,2.60,1.04,0.52,23.96,5.73,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1070,1.45,38.49,de vernal et al DB1826,100.00,,,,,,1.48,,,0.99,1.48,1.48,,,,,,5.42,,1.97,,,26.60,12.81,,,,,,,,0.99,,7.39,0.49,,3.45,,30.54,3.94,,0.49,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1071,2.93,39.12,de vernal et al DB1826,100.00,,,,,,,,,,,0.49,,,,,,16.18,,0.49,,,19.12,5.39,,,,,,0.49,,1.47,,16.67,,5.88,3.43,0.98,22.06,2.45,,3.43,0.98,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1072,1.41,38.37,de vernal et al DB1826,100.00,,,,,,15.61,,,3.41,3.41,0.49,0.49,,1.46,,,3.90,,2.44,,,18.05,2.93,,,,,,,,,,9.76,2.93,0.98,0.49,,31.22,1.46,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1073,2.86,38.95,de vernal et al DB1826,100.00,,,,,,,,,,0.48,0.48,0.48,,,,,7.69,,0.48,,,23.08,3.37,,,,0.48,,0.96,,0.48,,13.46,0.48,1.44,2.40,,35.58,,,7.69,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1074,1.42,37.89,de vernal et al DB1826,100.00,,,,,,15.02,,,0.94,4.69,1.88,,0.94,,,,4.23,,1.41,,,16.90,1.88,,,,,,,,,,4.69,0.47,0.94,2.82,,35.21,1.88,,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1075,2.82,38.76,de vernal et al DB1826,100.00,0.48,,,,,5.74,,,1.44,3.35,,0.48,0.48,,,,5.74,,0.96,,,22.97,5.74,,,,,,,,0.96,,11.00,2.39,4.31,0.48,0.48,21.53,1.44,,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1076,2.81,38.73,de vernal et al DB1826,100.00,,,,,,13.12,,,1.36,4.07,0.45,0.45,,,,,5.43,,1.36,,,20.36,4.52,,,,1.81,,,,,,10.86,0.45,2.26,0.45,,25.79,,,6.33,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1077,2.83,38.92,de vernal et al DB1826,100.00,2.24,,2.24,,,4.04,,,1.35,0.45,0.45,,,,,,4.04,,1.79,,,21.97,4.04,,,,1.79,,,,1.35,,9.42,3.14,2.69,3.14,0.45,24.22,1.35,,8.52,,,,,,,,0.45,,,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1078,1.45,38.25,de vernal et al DB1826,100.00,,,,,,15.28,,,0.44,2.18,1.75,0.87,,,,,3.93,,1.31,,,23.14,2.62,0.87,,,,,,,,,6.11,,1.75,0.44,,38.86,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1079,2.95,39.01,de vernal et al DB1826,100.00,,,,,,0.43,,,0.43,0.43,0.43,,0.43,,,,7.79,,,,,24.68,3.46,,,,,,,,0.87,,18.18,0.87,3.90,3.03,,24.68,1.73,,7.36,0.43,,,,,,,,,,,0.43,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1080,2.82,38.89,de vernal et al DB1826,100.00,0.43,,,,,6.06,,,1.30,1.30,0.43,,,,,,5.19,,1.30,,,17.32,10.39,,,,0.43,,,,1.73,,10.39,1.73,3.46,2.16,,27.71,,,6.93,1.30,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1081,1.45,38.09,de vernal et al DB1826,100.00,,,,,,16.60,,,2.13,2.55,2.13,,0.43,,,,5.96,,0.85,,,15.74,1.28,,,,,,,,,,5.96,2.13,3.40,2.55,,33.19,0.85,,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1082,1.42,38.43,de vernal et al DB1826,100.00,,,,,,6.12,,,0.82,1.22,1.63,0.82,,,,,6.12,,3.27,,,24.08,7.76,,,,,,,,0.41,,9.39,2.04,,1.22,0.41,28.57,0.41,,4.90,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1083,1.41,38.39,de vernal et al DB1826,100.00,,,,,,9.31,,,1.21,1.62,1.62,0.81,,,,,3.64,,2.83,,,18.22,6.48,,,,,,16.19,,,,6.48,1.21,0.40,0.40,,29.15,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1087,13.10,38.24,de vernal et al DB1826,100.00,,1.67,,,,11.67,,,6.67,1.67,,,,,,,1.67,,3.33,,,35.00,5.00,,,,,,,,,,11.67,,3.33,,,15.00,,,1.67,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1089,11.70,40.63,de vernal et al DB1826,100.00,,1.45,,,,34.06,,,2.90,21.01,0.72,1.45,0.72,1.45,,,0.72,,3.62,,,19.57,,,,,,,,,,,4.35,,2.17,,,3.62,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1090,14.57,38.47,de vernal et al DB1826,100.00,,,,,,17.72,,,4.43,12.03,1.90,1.27,0.63,0.63,,,2.53,,,,,27.22,0.63,,,,,3.16,,,,,1.90,1.27,5.70,0.63,,15.82,,,1.90,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1091,14.18,39.35,de vernal et al DB1826,100.00,,,,,,36.02,,,6.83,11.18,0.62,,1.86,,,,1.24,,4.35,,,18.01,1.24,,,,,,0.62,,,,1.86,,4.35,0.62,,7.45,,,1.86,0.62,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1092,13.47,40.15,de vernal et al DB1826,100.00,,,,,,18.36,,,4.35,8.70,1.45,,1.45,0.48,,,2.42,,4.83,,,18.84,1.93,,,,0.48,1.93,0.48,,,,7.25,0.48,7.25,0.48,,14.98,,,3.38,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1109,-79.00,60.17,de vernal et al DB1826,100.00,,,,,,,,,,,0.20,,,,,,,,,,,5.60,,,,,,,,,,0.40,1.00,,,,,,,,,,90.20,,1.60,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1110,-81.99,60.34,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,6.61,,,,,,,,,,1.28,0.37,,,,,,,,,,90.46,,0.37,0.18,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1111,-85.00,60.50,de vernal et al DB1826,100.00,,,,,,,,1.59,,,,,,,,,,,,,,62.10,,,,,,,,,,4.14,1.27,,,,,,,,,,20.06,,3.18,2.23,,,2.55,,,,,,,,,,,,,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1112,-87.45,60.84,de vernal et al DB1826,100.00,,,,,,,,1.92,,,,,,,,,,,,,,49.52,,,,,,,,,,9.27,1.92,,,,,,,,,,22.68,,2.88,2.24,,,2.88,,,,,,,,,,,,,,,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1113,-87.45,60.84,de vernal et al DB1826,100.00,,,,,,,,1.27,,,,,,,,,,,,,,48.89,,,,,,,,,,15.24,3.17,,,,,,,,,,7.62,,8.25,1.59,,,4.44,,,,,,0.32,,,,,,,,,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1114,-90.01,60.84,de vernal et al DB1826,100.00,,,,,,,,2.60,,,,,,,,,,,,,,37.99,,,,,,,,,,19.16,0.97,,,,,,,,,,9.74,,13.96,0.97,,,8.77,,,,,,,,,,,,,,,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1115,-91.78,60.92,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,15.97,,,,,,,,,,13.42,,,,,,,,,,,32.91,,15.65,3.51,,0.64,15.97,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1116,-81.35,65.14,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,38.26,5.79,,,55.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1117,-75.49,62.66,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,21.82,,,,,,,,,,9.12,0.55,,,,,,,,,,23.76,,24.59,0.28,,0.83,18.51,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1118,-75.50,63.83,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,2.51,,57.99,1.57,,0.63,35.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1119,-75.50,62.44,de vernal et al DB1826,100.00,,,,,,,,0.29,,,,,,,,,,,,,,12.57,,,,,,,,,,4.57,1.43,,,,,,,,,,46.29,,17.43,0.86,,0.57,15.71,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1120,-79.56,63.85,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,1.20,,,,,,,,,,0.30,,,,,,,,,,,,,41.87,3.61,,0.90,51.51,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1121,-123.31,49.19,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,6.63,,,,,,,,,,,0.55,,,,,,,,,,3.31,,3.87,,,,40.33,1.10,9.39,1.10,1.10,,5.52,,,,,,0.55,20.99,,,0.55,,,3.87,,,,,1.10,,,,,,,,,,,,,,,,,,
P1122,-123.30,49.23,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,7.65,,,,,,,,,,,,,,,,,,,1.18,,16.47,,4.71,0.59,,,37.06,1.18,5.88,,1.18,,1.76,,,0.59,,,,10.59,1.18,,2.35,,,4.71,,,,,2.94,,,,,,,,,,,,,,,,,,
P1123,-123.30,49.26,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,14.71,,,,,,,,,,,0.98,,,,,,,,0.98,,1.96,,1.96,,,,40.20,,4.90,1.96,,,3.92,,,,,,,15.69,,,0.98,,,5.88,,,,,0.98,,,4.90,,,,,,,,,,,,,,,
P1124,-123.38,49.14,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,0.45,,,6.31,,,,,,,,,,,0.45,,,,,,,,2.25,,2.70,,4.50,0.45,,,47.30,1.80,5.41,0.90,3.15,,4.95,,,0.45,0.45,0.90,,12.61,0.45,,1.35,,,0.45,,,,,2.70,,,,,,,,,,,,,,,,,,
P1125,-123.37,49.18,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,6.52,,,,,,,,,,,0.62,,,,,,,,,,0.31,,0.62,,,,41.30,0.93,9.01,0.31,5.28,,5.28,,,,,,1.55,25.16,,,1.86,,,0.93,0.31,,,,,,,,,,,,,,,,,,,,,,
P1126,-123.44,49.12,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,6.36,,,,,,,,,,0.42,1.27,,,,,,,,0.42,,1.69,,0.85,,,,45.34,0.85,8.47,1.27,3.81,,4.66,,,,1.69,2.12,,15.68,0.42,,2.97,,,1.27,0.42,,,,,,,,,,,,,,,,,,,,,,
P1127,-123.43,49.20,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,7.60,,,,,,,,,,0.29,0.58,,,,,,,,1.46,,0.88,,1.75,,,,35.09,,7.89,0.58,1.46,,4.68,,,0.29,0.29,1.46,,30.12,0.58,,1.75,,,1.46,0.58,,,,0.58,,,0.58,,,,,,,,,,,,,,,
P1128,-123.37,49.21,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,7.36,,,,,,,,,,,3.88,,,,,,,,1.55,,0.39,,2.33,0.39,,,38.76,0.39,6.20,0.39,3.10,,5.81,,,0.78,,1.16,,21.71,,,2.33,,,1.16,0.39,,,,,,,1.94,,,,,,,,,,,,,,,
P1129,-123.37,49.24,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,7.87,,,,,,,,,,,1.39,,,,,,,,,,1.39,,,,,,37.50,,13.89,,3.70,,3.24,,,,,,,28.70,,,1.85,,,0.46,,,,,,,,,,,,,,,,,,,,,,,
P1130,-123.44,49.25,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,8.31,,,,,,,,,,,1.15,,,,,,,,0.29,,1.15,,,,,,34.96,,16.62,,3.15,,2.29,,,,0.29,0.57,0.57,25.21,,,3.72,,,0.86,,,,,0.29,,,0.57,,,,,,,,,,,,,,,
P1131,-123.44,49.24,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,8.68,,,,,,,,,,,,,,,,,,,0.32,,2.25,,1.29,0.32,,,32.48,1.29,13.50,0.96,1.61,,2.89,,,0.32,1.29,,0.32,22.51,0.96,,2.25,,,2.89,1.61,,,,0.64,,,1.61,,,,,,,,,,,,,,,
P1132,-123.45,49.22,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,5.24,,,,,,,,,,0.48,0.48,,,,,,,,1.43,,2.38,,3.33,0.95,,,33.81,1.43,9.05,0.48,2.38,,2.38,,,,,0.48,,26.67,2.38,,2.86,,,0.48,0.95,,,,2.38,,,,,,,,,,,,,,,,,,
P1133,-123.34,49.09,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,14.10,,,,,,,,,,,2.56,,,,,,,,2.56,,,,1.28,,,,35.90,,10.26,,5.13,,,,,,,,,26.92,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,
P1135,-123.10,48.84,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,7.46,,,,,,,,,,0.75,1.49,,,,,,,,4.48,,0.75,,3.73,,,,41.79,0.75,4.48,,2.24,,9.70,,,,,0.75,,17.16,,,2.99,,,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,
P1136,-123.06,48.93,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,13.92,,,,,,,,,,,,,,,,,,,1.27,,2.53,,2.53,,,,44.30,,12.66,,1.27,,7.59,,,,1.27,,,10.13,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,
P1137,-123.50,49.15,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,10.54,,,,,,,,,,,1.60,,,,,,,,1.28,,1.28,,0.32,,,,37.06,0.96,15.65,,2.88,,2.56,,,,0.32,0.64,0.32,21.73,,,2.24,,,0.64,,,,,,,,,,,,,,,,,,,,,,,
P1138,-123.47,49.24,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,10.95,,,,,,,,,,,0.71,,,,,,,,1.06,,0.35,,2.12,0.35,,,31.80,,12.72,,2.12,,4.24,,,,,0.35,1.06,26.86,0.35,,2.47,,,2.12,,,,,0.35,,,,,,,,,,,,,,,,,,
P1139,-123.47,49.28,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,11.59,,,,,,,,,,0.48,0.48,,,,,,,,0.48,,2.90,,0.48,0.48,,,38.16,,11.11,0.48,3.86,,2.90,,,,1.45,,,20.77,0.48,,3.38,,,,,,,,,,,0.48,,,,,,,,,,,,,,,
P1140,-123.17,49.29,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,16.83,,,,,,,,,,0.99,0.99,,,,,,,,0.99,,39.60,,0.99,,,,15.84,0.99,2.97,,,,2.97,,,,0.99,,0.99,1.98,3.96,,3.96,,,0.99,,,,,2.97,,,0.99,,,,,,,,,,,,,,,
P1142,-123.29,49.32,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,13.60,,0.80,,,,,,,,,2.40,,,,,,,,0.80,,6.40,,0.80,,,,48.80,,3.20,0.80,1.60,,5.60,,,,,,1.60,8.00,0.80,,0.80,,,1.60,0.80,,,,,,,1.60,,,,,,,,,,,,,,,
P1143,-123.35,49.32,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,10.16,,,,,,,,,,0.32,1.27,,,,,,,,0.63,,31.43,,,,,,32.38,0.32,6.35,0.32,0.95,,1.59,,,,0.63,,,10.79,0.32,,0.32,,,0.63,,,,,0.32,,,1.27,,,,,,,,,,,,,,,
P1144,-123.47,49.33,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,10.74,,,,,,,,,,,0.67,,,,,,,,1.34,,30.87,,,,,,24.16,,5.37,,0.67,,1.34,,,,,,,6.04,,,0.67,,,5.37,,,,,12.75,,,,,,,,,,,,,,,,,,
P1145,-123.31,49.29,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,12.73,,,,,,,,,,,,,,,,,,,0.91,,8.18,,1.82,,,,57.27,,4.55,,1.82,,,,,,,,,7.27,,,0.91,,,0.91,,,,,0.91,,,2.73,,,,,,,,,,,,,,,
P1146,-123.38,49.29,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,3.80,,,,,,,,,,,0.42,,,,,,,,0.42,,3.38,,0.42,,,,49.79,1.27,10.55,,2.95,,2.11,,,,0.42,0.42,,18.99,2.11,,0.42,,,1.27,0.42,,,,0.84,,,,,,,,,,,,,,,,,,
P1147,-123.34,49.00,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,8.76,,,,,,,,,,,1.46,,,,,,,,0.73,,,,2.92,,,,36.50,,8.76,2.19,2.92,,10.95,,,,,,0.73,20.44,,,2.19,,,0.73,0.73,,,,,,,,,,,,,,,,,,,,,,
P1148,-123.47,49.01,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,14.87,,,,,,,,,,1.03,2.05,,,,,,,,1.54,,3.59,,1.03,,,,48.21,,8.21,,0.51,,6.67,,,0.51,,,,4.10,0.51,,1.03,,,1.54,,,,,2.56,,,2.05,,,,,,,,,,,,,,,
P1149,-123.24,48.88,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,12.50,,,,,,,,,,,2.94,,,,,,,,0.74,,0.74,,2.21,0.74,,,41.91,0.74,6.62,0.74,3.68,,8.09,,,,,,,15.44,,,2.21,,,,0.74,,,,,,,,,,,,,,,,,,,,,,
P1150,-123.23,49.31,de vernal et al DB1826,100.00,,,,,,,,,0.66,,,,,,,,,,,,,17.76,,,,,,,,,,,1.32,,,,,,,,3.95,,19.08,,5.26,0.66,,,32.24,0.66,4.61,,0.66,,1.32,,,,,,0.66,7.24,1.32,,,,,1.97,,,,,0.66,,,,,,,,,,,,,,,,,,
P1151,-123.19,49.31,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,20.77,,,,,,,,,,0.77,0.77,,,,,,,,1.54,,13.85,,6.15,,,,30.00,,3.08,,,,,,,,,,0.77,15.38,3.08,,1.54,,,1.54,,,,,,,,0.77,,,,,,,,,,,,,,,
P1152,-123.29,49.33,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,33.82,,,,,,,,,,2.94,,,,,,,,,2.94,,7.35,,,,,,30.88,,,,1.47,,1.47,,1.47,,,,,17.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1153,-123.75,49.37,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,12.44,,,,,,,,,,1.78,10.22,,,,,1.78,,,5.78,,2.67,,5.33,0.44,,,29.33,,3.11,,0.44,,0.89,,,,,,,21.33,,,0.44,,,0.44,,0.44,,,1.78,,,1.33,,,,,,,,,,,,,,,
P1154,-123.76,49.21,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,16.44,,,,,,,,,,2.22,40.44,,,,,,,,6.22,,3.11,,2.22,0.44,,,14.67,1.33,4.44,,0.44,,1.78,,,,0.44,0.44,,3.56,0.44,,0.44,,,,,,,,0.89,,,,,,,,,,,,,,,,,,
P1155,-123.78,49.18,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,14.78,,,,,,,,,,0.34,23.02,,0.34,0.34,,,,,6.19,,3.78,,0.69,0.34,,,37.46,2.41,2.75,,0.34,,1.72,,0.34,,,0.34,0.34,3.09,0.34,,,,,0.34,,,,,0.69,,,,,,,,,,,,,,,,,,
P1156,-123.71,49.17,de vernal et al DB1826,100.00,,,,,,,,,0.37,,,,,,,,,,,,,23.05,,,,,,,,,,0.37,13.38,,0.37,,,,,,18.59,,1.49,,,,,,35.69,1.12,2.23,,0.37,,0.74,,,,,,,1.49,0.37,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,
P1157,-123.63,49.12,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,32.08,,,,,,,,,,0.63,14.47,,,,,,,,10.69,,1.26,,,,,,23.58,0.94,4.40,,0.31,,1.57,,,,,,,9.43,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1158,-123.56,49.14,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,12.66,,,,,,,,,,,6.75,,,,,,,,4.64,,1.69,,0.84,0.84,,,33.76,6.75,6.33,0.42,,,2.11,,,,0.42,,,12.66,2.95,,1.69,,,2.11,,0.42,,,0.42,,,2.53,,,,,,,,,,,,,,,
P1159,-123.57,49.12,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,21.88,,,,,,,,,,,2.68,,,,,,,,1.34,,4.02,,1.79,,0.45,,34.82,2.23,7.59,,1.79,,0.89,,0.45,,1.34,,1.34,11.16,2.23,,1.79,,,0.89,,0.45,,,,,,0.89,,,,,,,,,,,,,,,
P1160,-123.33,48.91,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,,,,11.76,,,,,,,,,,1.68,15.55,,,1.26,,,,,1.68,,1.68,,,,,,24.37,,8.40,,2.52,,2.10,,,,0.42,,0.42,26.05,,,1.68,,,,,,,,,,,0.42,,,,,,,,,,,,,,,
E1161,-68.63,48.64,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,6.56,,,4.10,,,,,,,,,,4.92,0.82,,,,,,,,0.82,,18.03,,4.10,,,,50.00,1.64,5.74,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1162,-68.65,48.70,de vernal et al DB1826,100.00,,,,,,,,,,,,,,,,,,,6.25,,,1.56,,,,,,,,,,2.34,1.56,,,,,,,,0.78,,5.47,,0.78,0.78,,,66.41,,,,,,14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1163,-125.20,42.41,de vernal et al DB1826,100.00,,,,,,1.88,,,,1.50,0.38,2.26,,,,,,,2.26,,,6.39,,,,,,5.64,,,,0.38,,,,,,0.75,,,5.26,,11.28,,,,,,43.98,5.26,,,1.50,,1.50,,,,,,4.89,0.75,,,0.75,,,0.38,1.13,,,,1.13,,,,,0.75,,,,,,,,,,,,,
P1164,-125.02,41.09,de vernal et al DB1826,100.00,,,,,,,,,,0.61,,0.61,,,,,,,,,,0.31,,,,,,0.61,,,,,,,,,,,,,0.61,,0.92,,0.61,,,,77.06,3.98,,,3.67,,0.61,,,0.92,,,5.50,3.06,,,0.31,,,,,,,,0.61,,,,,,,,,,,,,,,,,,
P1165,-125.40,40.75,de vernal et al DB1826,100.00,,,,,,,,,,0.29,,0.87,,,,,,,0.29,,,0.29,,,,,,2.62,,,,,0.29,,,,,0.29,,,1.17,0.29,1.75,,0.58,,,,76.09,4.08,,,3.50,,0.87,,,0.29,,,3.79,1.46,,,,,,,,,,,0.58,,,0.58,,,,,,,,,,,,,,,
P1166,-124.61,39.16,de vernal et al DB1826,100.00,,,,,,0.22,,0.22,,0.22,,0.89,,,,,,,0.22,,,1.11,,,,,,2.00,,,0.22,,0.44,,,,,0.67,,,7.10,,5.32,,0.89,,,,63.64,5.76,,,2.00,,1.11,,,0.44,,,2.88,2.22,,,0.44,,,,,,,,0.89,,,1.11,,,,,,,,,,,,,,,
P1167,-125.76,42.09,de vernal et al DB1826,100.00,,,,,,2.13,,,,1.77,,2.13,,,,,,,0.71,,,10.64,,,,,,3.90,,,,,0.35,,,,,,,,2.48,,4.96,,1.06,,,,55.32,4.26,,,1.77,,,,,,,,2.13,0.71,,,1.06,,,,1.42,0.35,,,2.48,,,0.35,,,,,,,,,,,,,,,
P1168,-127.60,42.26,de vernal et al DB1826,100.00,,,1.63,,,10.84,,0.54,0.54,6.23,0.81,5.42,,,,,,,2.98,,,32.52,,,,,,23.85,,,,,0.27,,,,,1.36,,,5.69,,6.50,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,
P1169,-124.67,43.03,de vernal et al DB1826,100.00,,,1.52,,,,,,0.51,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,0.51,,,5.08,,5.08,,1.02,,,,61.42,5.08,,,2.03,,5.58,,,1.02,,,4.57,3.05,,,0.51,,,,0.51,0.51,,,1.52,,,,,,,,,,,,,,,,,,
P1170,-127.57,42.15,de vernal et al DB1826,100.00,,,,,,10.00,,0.98,0.49,4.88,0.24,5.12,,,,,,,5.85,,,32.68,,,,,,25.85,,,,0.24,0.24,,,,,,,,6.34,,5.37,,,,,,0.98,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,
